strengths wavelengths species
0.782 3350.4185 "Ni 2"
0.813 3350.478 "Gd 2"
0.862 3350.5114 "Ti 2"
0.739 3351.0544 "Ni 1"
0.247 3351.1345 "Co 1"
0.92 3351.5214 "Fe 1"
0.557 3351.5432 "Co 1"
0.578 3351.5947 "Ti 2"
0.516 3351.7269 "Fe 1"
0.913 3351.7437 "Fe 1"
0.873 3351.963 "Cr 1"
0.82 3352.0255 "Fe 1"
0.848 3352.049 "Sc 2"
0.922 3352.0693 "Ti 2"
0.621 3352.801 "Co 2"
0.858 3352.9204 "Fe 1"
0.804 3352.9328 "Ti 1"
0.908 3353.124 "Cr 2"
0.905 3353.26 "Fe 1"
0.411 3353.595 "Nd 2"
0.972 3353.724 "Sc 2"
0.543 3353.763 "Cr 1"
0.243 3353.7692 "V 2"
0.929 3354.0591 "Fe 1"
0.622 3354.2178 "Co 1"
0.957 3354.3786 "Co 1"
0.634 3354.384 "Zr 2"
0.641 3354.4151 "Fe 1"
0.675 3354.5312 "Ti 2"
0.493 3354.5975 "Fe 1"
0.965 3354.6332 "Ti 1"
0.537 3354.8656 "Fe 1"
0.372 3354.8987 "Fe 1"
0.484 3355.1131 "Co 1"
0.824 3355.2035 "Fe 1"
0.939 3355.2276 "Fe 1"
0.843 3355.5174 "Fe 1"
0.292 3355.913 "Nd 2"
0.627 3355.9407 "Co 1"
0.915 3356.088 "Zr 2"
0.216 3356.1919 "Ti 1"
0.5 3356.2485 "Fe 2"
0.89 3356.3194 "Fe 1"
0.217 3356.3505 "V 1"
0.515 3356.3741 "Cr 1"
0.927 3356.4007 "Fe 1"
0.661 3356.4707 "Co 1"
0.893 3356.6836 "Fe 1"
0.371 3356.7269 "Fe 1"
0.444 3356.8371 "Co 1"
0.911 3357.261 "Zr 2"
0.785 3357.3938 "Cr 2"
0.472 3357.5679 "Fe 1"
0.509 3357.8159 "Fe 1"
0.322 3358.0044 "Co 1"
0.569 3358.2512 "Fe 2"
0.89 3358.2708 "Ti 1"
0.72 3358.4789 "Ti 1"
0.954 3358.491 "Cr 2"
0.332 3358.5888 "Co 2"
0.777 3358.625 "Gd 2"
0.705 3358.7802 "Fe 2"
0.275 3359.0638 "Cr 1"
0.485 3359.0712 "Co 1"
0.892 3359.1067 "Ni 1"
0.76 3359.1181 "Fe 1"
0.435 3359.2882 "Co 1"
0.771 3359.4038 "Fe 1"
0.928 3359.4859 "Fe 1"
0.951 3359.678 "Sc 2"
0.251 3359.766 "Nd 2"
0.84 3359.8082 "Fe 1"
0.596 3359.955 "Zr 2"
0.647 3360.1113 "Fe 2"
0.309 3360.1212 "Cr 1"
0.891 3360.1698 "Ti 2"
0.933 3360.2908 "Cr 2"
0.318 3360.712 "Gd 2"
0.866 3360.926 "Fe 1"
0.321 3360.9729 "Fe 1"
0.892 3360.9886 "Ti 1"
0.655 3361.0585 "Ti 2"
0.344 3361.085 "Co 1"
0.989 3361.212 "Ti 2"
0.88 3361.2406 "Ni 1"
0.436 3361.2638 "Co 1"
0.951 3361.265 "Sc 2"
0.906 3361.2655 "Ti 1"
0.355 3361.4964 "V 2"
0.986 3361.5543 "Ni 1"
0.756 3361.5553 "Co 1"
0.248 3361.5653 "Fe 1"
0.889 3361.7666 "Cr 2"
0.853 3361.8307 "Ti 1"
0.866 3361.9123 "Ca 1"
0.953 3361.931 "Sc 2"
0.864 3361.9493 "Fe 1"
0.467 3361.9862 "Y 2"
0.226 3362.0593 "Co 1"
0.666 3362.0965 "Ti 1"
0.718 3362.1334 "Ca 1"
0.761 3362.2158 "Cr 1"
0.82 3362.239 "Gd 2"
0.855 3362.2669 "Fe 1"
0.321 3362.6147 "Tm 2"
0.858 3362.6435 "Ti 2"
0.412 3362.699 "Zr 2"
0.531 3362.7076 "Cr 1"
0.246 3362.7582 "Fe 2"
0.761 3362.7975 "Co 1"
0.947 3362.8039 "Ni 1"
0.518 3362.8131 "Cr 1"
0.499 3363.2629 "Co 1"
0.812 3363.4014 "Fe 1"
0.851 3363.605 "Ni 1"
0.893 3363.7 "Cr 2"
0.644 3363.7043 "Co 1"
0.475 3363.7575 "Co 1"
0.37 3363.8082 "Fe 1"
0.679 3363.811 "Zr 2"
0.683 3363.8988 "Ni 1"
0.395 3364.0183 "Fe 1"
0.439 3364.076 "Er 2"
0.338 3364.2098 "Fe 2"
0.819 3364.2634 "Fe 1"
0.415 3364.3073 "Ti 2"
0.865 3364.4074 "Fe 1"
0.488 3364.5792 "Ti 2"
0.866 3364.5908 "Ni 1"
0.77 3364.6319 "Fe 1"
0.58 3365.0158 "Co 1"
0.405 3365.2702 "Fe 1"
0.289 3365.4213 "Fe 2"
0.395 3365.52 "Cr 1"
0.241 3365.5498 "V 1"
0.983 3365.7647 "Ni 1"
0.313 3365.87 "Sm 2"
0.366 3366.1445 "Ti 1"
0.985 3366.166 "Ni 1"
0.935 3366.1766 "Ti 2"
0.913 3366.7854 "Fe 1"
0.912 3366.8068 "Ni 1"
0.934 3366.864 "Fe 1"
0.344 3366.9651 "Fe 2"
0.955 3367.1096 "Co 1"
0.888 3367.1538 "Fe 1"
0.789 3367.2975 "Fe 1"
0.697 3367.4332 "Cr 2"
0.521 3367.5178 "Cr 1"
0.668 3367.5486 "Cr 1"
0.627 3367.6648 "Fe 1"
0.358 3367.7596 "Ni 1"
0.662 3367.809 "Zr 2"
0.563 3367.8697 "Ti 1"
0.965 3367.8859 "Ni 1"
0.438 3368.02 "Er 2"
0.967 3368.041 "Cr 2"
0.786 3368.2402 "Fe 1"
0.248 3368.5707 "Fe 1"
0.825 3368.6748 "Co 1"
0.684 3368.7064 "Cr 2"
0.608 3368.7491 "Fe 1"
0.345 3368.7949 "Fe 1"
0.792 3368.8187 "Ni 1"
0.965 3368.936 "Sc 2"
0.828 3368.9704 "Fe 1"
0.721 3369.0379 "Cr 2"
0.909 3369.2028 "Ti 2"
0.434 3369.2985 "Ni 1"
0.534 3369.3456 "Fe 2"
0.416 3369.4669 "Ti 2"
0.96 3369.5471 "Fe 1"
0.809 3369.5589 "Fe 1"
0.989 3369.5656 "Ni 1"
0.394 3369.7997 "Fe 2"
0.831 3369.902 "Fe 1"
0.638 3370.2623 "Fe 1"
0.895 3370.324 "Co 1"
0.947 3370.4339 "Ti 1"
0.652 3370.6618 "Fe 1"
0.967 3370.783 "Fe 1"
0.588 3370.9224 "Co 2"
0.21 3371.0147 "Co 1"
0.235 3371.1412 "Co 1"
0.603 3371.1698 "Fe 1"
0.355 3371.2858 "Fe 2"
0.812 3371.2894 "Fe 1"
0.967 3371.4517 "Ti 1"
0.364 3371.9349 "Ti 2"
0.985 3371.9875 "Ni 1"
0.929 3372.0734 "Fe 1"
0.538 3372.1074 "Cr 2"
0.973 3372.148 "Sc 2"
0.966 3372.2062 "Ti 2"
0.888 3372.3428 "Fe 1"
0.346 3372.6605 "Fe 1"
0.744 3372.6857 "Fe 1"
0.885 3372.752 "Er 2"
0.989 3372.7928 "Ti 2"
0.875 3372.8528 "Fe 1"
0.674 3372.996 "Pd 1"
0.824 3373.2269 "Co 1"
0.411 3373.2922 "Fe 1"
0.662 3373.295 "Fe 1"
0.741 3373.412 "Zr 2"
0.225 3373.5905 "Cr 1"
0.849 3373.8694 "Fe 1"
0.513 3373.9689 "Co 1"
0.851 3373.9693 "Ni 2"
0.46 3374.17 "Er 2"
0.947 3374.1905 "Fe 1"
0.983 3374.2174 "Ni 1"
0.25 3374.2977 "Co 1"
0.933 3374.3458 "Ti 2"
0.849 3374.4445 "Fe 1"
0.427 3374.5968 "Ti 1"
0.936 3374.6356 "Ni 1"
0.82 3374.722 "Zr 2"
0.709 3374.9273 "Cr 2"
0.335 3375.0415 "Fe 1"
0.808 3375.5098 "Ni 1"
0.806 3375.5542 "Ni 1"
0.293 3375.704 "Ti 1"
0.478 3376.2032 "Co 1"
0.547 3376.262 "Zr 2"
0.387 3376.262 "Cr 2"
0.877 3376.3236 "Ni 1"
0.276 3376.33 "La 2"
0.651 3376.395 "Cr 1"
0.825 3376.489 "Fe 1"
0.255 3376.587 "Cr 2"
0.295 3376.7634 "Fe 1"
0.855 3377.0586 "Co 1"
0.258 3377.1226 "Ce 2"
0.203 3377.3898 "V 1"
0.582 3377.445 "Zr 2"
0.929 3377.4855 "Ti 1"
0.954 3377.5748 "Ti 1"
0.429 3377.6231 "V 1"
0.805 3377.9724 "Fe 1"
0.264 3378.299 "Zr 2"
0.894 3378.331 "Cr 2"
0.483 3378.3582 "Co 1"
0.958 3378.6786 "Fe 1"
0.855 3378.7326 "Fe 1"
0.545 3378.7387 "Co 1"
0.953 3379.0177 "Fe 1"
0.26 3379.0499 "Ti 1"
0.848 3379.17 "Cr 1"
0.232 3379.1701 "Ce 2"
0.907 3379.2109 "Ti 1"
0.891 3379.371 "Cr 2"
0.3 3379.4208 "Ti 1"
0.337 3379.5351 "Cr 1"
0.224 3379.6946 "Ti 2"
0.913 3379.822 "Cr 2"
0.398 3379.8465 "Cr 1"
0.886 3379.9134 "Ti 2"
0.257 3380.0058 "Fe 1"
0.952 3380.1098 "Fe 1"
0.769 3380.2743 "Ni 1"
0.986 3380.2767 "Ti 2"
0.989 3380.5695 "Ni 1"
0.816 3380.707 "Sr 2"
0.773 3380.748 "Fe 1"
0.983 3380.8794 "Ni 1"
0.819 3380.91 "La 2"
0.324 3380.9996 "Fe 2"
0.583 3381.1215 "Fe 1"
0.737 3381.208 "Fe 1"
0.227 3381.3327 "Ti 1"
0.879 3381.3335 "Fe 1"
0.237 3381.3416 "Ti 1"
0.834 3381.3608 "Fe 2"
0.568 3381.4912 "Co 1"
0.674 3381.9705 "Fe 1"
0.728 3381.9788 "Fe 1"
0.734 3382.0033 "Fe 1"
0.289 3382.0546 "Co 1"
0.343 3382.0774 "Cr 1"
0.632 3382.2623 "Fe 1"
0.841 3382.3087 "Ti 1"
0.304 3382.401 "Sm 2"
0.93 3382.4018 "Fe 1"
0.883 3382.4207 "Fe 1"
0.829 3382.464 "Fe 1"
0.94 3382.6746 "Cr 2"
0.768 3382.889 "Ag 1"
0.345 3382.9596 "Co 1"
0.732 3383.3648 "Fe 1"
0.535 3383.5644 "Ti 2"
0.867 3383.6711 "Fe 1"
0.952 3383.6914 "Fe 1"
0.227 3383.6948 "Ni 1"
0.989 3383.7584 "Ti 2"
0.538 3383.9104 "Co 1"
0.962 3383.9787 "Fe 1"
0.831 3384.0097 "Fe 1"
0.341 3384.2338 "Cr 1"
0.426 3384.6325 "Cr 1"
0.411 3384.7985 "Fe 1"
0.771 3385.01 "Dy 2"
0.677 3385.074 "Er 2"
0.417 3385.1655 "Co 1"
0.956 3385.2204 "Co 1"
0.278 3385.3182 "Cr 1"
0.856 3385.4354 "Fe 1"
0.295 3385.4991 "Fe 1"
0.5 3385.5473 "Co 1"
0.882 3385.6598 "Ti 1"
0.953 3385.9408 "Ti 1"
0.264 3386.4538 "Fe 2"
0.212 3386.538 "Cr 1"
0.214 3386.5813 "Ni 1"
0.627 3386.7612 "Fe 1"
0.733 3386.7808 "Fe 1"
0.531 3387.2981 "Fe 2"
0.321 3387.325 "Fe 1"
0.908 3387.4053 "Fe 1"
0.439 3387.4515 "Ni 1"
0.921 3387.4581 "Ni 1"
0.231 3387.5323 "Fe 1"
0.881 3387.6175 "Fe 1"
0.729 3387.699 "Co 2"
0.987 3387.8336 "Ti 2"
0.834 3387.869 "Zr 2"
0.81 3388.1311 "Fe 1"
0.342 3388.1402 "Fe 2"
0.958 3388.1678 "Co 1"
0.755 3388.1758 "Co 2"
0.929 3388.2 "Zr 2"
0.915 3388.287 "Zr 2"
0.852 3388.6181 "Fe 1"
0.221 3388.6947 "Co 1"
0.418 3388.6955 "Cr 1"
0.934 3388.7514 "Ti 2"
0.346 3388.8108 "Cr 1"
0.605 3388.9628 "Fe 1"
0.773 3388.9674 "Fe 1"
0.53 3389.2335 "Fe 1"
0.588 3389.3134 "Fe 1"
0.825 3389.3941 "Ni 1"
0.424 3389.5861 "Ti 1"
0.206 3389.739 "Er 2"
0.92 3389.7418 "Fe 1"
0.282 3389.83 "Hf 2"
0.793 3390.2494 "Fe 1"
0.616 3390.3984 "Co 1"
0.206 3390.5057 "Fe 1"
0.771 3390.6775 "Ti 1"
0.237 3390.9503 "Co 1"
0.988 3391.043 "Ni 1"
0.277 3391.3235 "Fe 2"
0.618 3391.366 "Cr 1"
0.92 3391.424 "Cr 2"
0.753 3391.8355 "Fe 1"
0.965 3391.971 "Zr 2"
0.669 3391.987 "Er 2"
0.933 3392.0094 "Fe 1"
0.306 3392.0677 "Fe 1"
0.279 3392.2246 "Co 1"
0.885 3392.2814 "Fe 1"
0.962 3392.3049 "Fe 1"
0.412 3392.527 "Gd 2"
0.735 3392.6172 "Fe 1"
0.386 3392.6517 "V 2"
0.973 3392.6521 "Fe 1"
0.762 3392.7088 "Ti 1"
0.874 3392.9845 "Cr 2"
0.989 3392.9862 "Ni 1"
0.817 3393.0169 "Fe 1"
0.896 3393.119 "Zr 2"
0.848 3393.29 "Ni 1"
0.861 3393.3776 "Fe 1"
0.727 3393.57 "Dy 2"
0.908 3393.5883 "Fe 1"
0.857 3393.6207 "Fe 1"
0.367 3393.639 "Nd 2"
0.896 3393.838 "Cr 2"
0.355 3393.8562 "Fe 1"
0.867 3393.9126 "Fe 1"
0.884 3394.0772 "Fe 1"
0.882 3394.2726 "Fe 1"
0.896 3394.293 "Cr 2"
0.794 3394.3666 "Ti 2"
0.771 3394.5463 "Ti 2"
0.986 3394.5722 "Ti 2"
0.953 3394.583 "Fe 1"
0.646 3394.7285 "Fe 1"
0.547 3394.9097 "Co 1"
0.827 3395.0745 "Fe 1"
0.207 3395.12 "Gd 2"
0.482 3395.3321 "Fe 2"
0.97 3395.3728 "Co 1"
0.692 3395.427 "Fe 1"
0.261 3395.4668 "Fe 1"
0.56 3395.6087 "Cr 2"
0.2 3395.7643 "Ti 2"
0.773 3396.015 "Fe 1"
0.499 3396.16 "Dy 2"
0.883 3396.179 "Ni 1"
0.677 3396.33 "Zr 2"
0.641 3396.3613 "Fe 1"
0.9 3396.3775 "Fe 1"
0.235 3396.4544 "Co 1"
0.349 3396.819 "Rh 1"
0.259 3396.9111 "Fe 1"
0.968 3396.9754 "Fe 1"
0.722 3397.2053 "Fe 1"
0.77 3397.2349 "Ni 1"
0.867 3397.5518 "Fe 1"
0.938 3397.6376 "Fe 1"
0.387 3397.8097 "Ni 2"
0.415 3397.8506 "Fe 1"
0.789 3398.113 "Fe 1"
0.872 3398.2166 "Fe 1"
0.696 3398.3576 "Fe 2"
0.562 3398.6294 "Ti 1"
0.307 3398.8111 "Co 1"
0.725 3398.8152 "Fe 1"
0.524 3398.94 "Ho 2"
0.761 3399.0557 "Fe 1"
0.82 3399.1547 "Fe 1"
0.715 3399.2291 "Fe 1"
0.972 3399.3329 "Fe 1"
0.857 3399.35 "Zr 2"
0.549 3399.3859 "Fe 1"
0.484 3399.5128 "Cr 2"
0.685 3399.79 "Hf 2"
0.226 3400.1141 "Mn 2"
0.289 3400.392 "V 1"
0.211 3400.4669 "Co 1"
0.889 3401.1641 "Ni 1"
0.764 3401.2373 "Fe 1"
0.977 3401.5183 "Fe 1"
0.284 3401.6084 "Co 1"
0.744 3401.729 "Ni 1"
0.635 3401.7663 "Ni 2"
0.334 3401.8527 "Fe 1"
0.58 3401.9093 "Co 1"
0.488 3402.0607 "Co 1"
0.206 3402.071 "Gd 2"
0.236 3402.2002 "Fe 1"
0.944 3402.2555 "Fe 1"
0.419 3402.2578 "Fe 1"
0.326 3402.3181 "Fe 2"
0.873 3402.396 "Cr 2"
0.935 3402.4215 "Ti 2"
0.228 3402.46 "Sm 2"
0.379 3402.6297 "Fe 1"
0.524 3402.868 "Zr 2"
0.874 3403.254 "Cr 2"
0.918 3403.2895 "Fe 1"
0.836 3403.3042 "Fe 1"
0.953 3403.3065 "Cr 2"
0.446 3403.3663 "Ti 1"
0.893 3403.4286 "Ni 1"
0.428 3403.59 "Cr 1"
0.671 3403.682 "Zr 2"
0.84 3403.7724 "Ni 1"
0.633 3403.8187 "Co 1"
0.961 3404.27 "Fe 1"
0.948 3404.3008 "Fe 1"
0.967 3404.3538 "Fe 1"
0.881 3404.579 "Pd 1"
0.921 3404.7553 "Fe 1"
0.753 3404.7617 "Fe 1"
0.881 3404.827 "Zr 2"
0.384 3404.8898 "Fe 1"
0.735 3404.9136 "Fe 1"
0.641 3404.9577 "Ti 2"
0.447 3405.0895 "Ti 1"
0.983 3405.1177 "Co 1"
0.561 3405.5023 "Fe 1"
0.896 3405.8312 "Fe 1"
0.22 3406.0628 "V 2"
0.779 3406.1656 "Fe 1"
0.811 3406.2476 "Fe 1"
0.929 3406.4367 "Fe 1"
0.898 3406.5524 "Fe 1"
0.54 3406.7566 "Fe 2"
0.962 3406.7993 "Fe 1"
0.654 3406.8338 "Fe 1"
0.329 3407.0487 "Fe 1"
0.957 3407.2023 "Ti 2"
0.836 3407.3003 "Ni 2"
0.727 3407.314 "Fe 1"
0.271 3407.4262 "Ti 1"
0.981 3407.4593 "Fe 1"
0.315 3407.473 "Co 1"
0.935 3407.5317 "Fe 1"
0.355 3407.555 "Gd 2"
0.23 3407.609 "Gd 2"
0.343 3407.7129 "Cr 1"
0.825 3407.8 "Dy 2"
0.653 3408.076 "Zr 2"
0.347 3408.1314 "Pt 1"
0.749 3408.1516 "Fe 1"
0.821 3408.2446 "Fe 1"
0.205 3408.68 "Sm 2"
0.958 3408.757 "Cr 2"
0.29 3408.9058 "Co 1"
0.806 3408.9328 "Cr 2"
0.262 3408.9595 "V 2"
0.462 3408.9981 "Fe 1"
0.392 3409.0452 "Fe 1"
0.975 3409.1755 "Co 1"
0.232 3409.1931 "Fe 2"
0.559 3409.2082 "Fe 1"
0.788 3409.3941 "Fe 1"
0.973 3409.5744 "Ni 1"
0.551 3409.588 "Fe 1"
0.429 3409.6439 "Co 1"
0.29 3409.7735 "Cr 2"
0.96 3409.8084 "Ti 2"
0.516 3410.0269 "Fe 1"
0.932 3410.1689 "Fe 1"
0.215 3410.229 "Nd 2"
0.894 3410.243 "Zr 2"
0.387 3410.5526 "Fe 1"
0.935 3410.8947 "Fe 1"
0.483 3410.9773 "Ni 1"
0.911 3411.1254 "Fe 1"
0.938 3411.3531 "Fe 1"
0.789 3411.6381 "Fe 1"
0.255 3411.962 "Ni 1"
0.979 3412.3364 "Co 1"
0.366 3412.448 "Co 1"
0.978 3412.6332 "Co 1"
0.801 3412.7555 "Fe 1"
0.976 3413.1321 "Fe 1"
0.352 3413.397 "Zr 2"
0.984 3413.4759 "Ni 1"
0.855 3413.4786 "Ni 1"
0.36 3413.5153 "Co 1"
0.258 3413.6373 "Fe 1"
0.403 3413.78 "Dy 2"
0.982 3413.9355 "Ni 1"
0.37 3414.1859 "V 2"
0.229 3414.3714 "Fe 1"
0.866 3414.6135 "Ni 1"
0.827 3414.6175 "Fe 1"
0.772 3414.659 "Zr 2"
0.935 3414.7212 "Co 1"
0.989 3414.7641 "Ni 1"
0.223 3414.822 "Dy 2"
0.29 3414.9677 "Fe 1"
0.599 3415.5256 "Co 1"
0.949 3415.5311 "Fe 1"
0.65 3415.6822 "Ni 1"
0.667 3415.772 "Co 2"
0.267 3415.797 "Ni 1"
0.882 3416.0164 "Fe 2"
0.662 3416.0461 "Fe 2"
0.73 3416.0643 "Fe 1"
0.635 3416.086 "Fe 2"
0.856 3416.2818 "Fe 1"
0.379 3416.44 "Ho 2"
0.833 3416.6761 "Fe 1"
0.365 3416.954 "Gd 2"
0.894 3416.9568 "Ti 2"
0.967 3417.1566 "Co 1"
0.923 3417.2563 "Fe 1"
0.28 3417.327 "Ru 1"
0.749 3417.677 "Co 1"
0.859 3417.7965 "Co 1"
0.97 3417.8404 "Fe 1"
0.897 3418.1635 "Fe 1"
0.297 3418.2314 "Ni 1"
0.968 3418.5069 "Fe 1"
0.438 3418.729 "Gd 2"
0.885 3418.8724 "Fe 1"
0.875 3419.0696 "Fe 1"
0.545 3419.106 "Zr 2"
0.852 3419.1445 "Fe 1"
0.719 3419.3972 "Fe 1"
0.226 3419.4084 "Mn 2"
0.305 3419.629 "Dy 2"
0.877 3419.6933 "Fe 1"
0.64 3419.8089 "Fe 1"
0.359 3420.1711 "Fe 2"
0.4 3420.2194 "Ni 1"
0.615 3420.479 "Co 1"
0.926 3420.737 "Ni 1"
0.58 3420.7907 "Co 1"
0.823 3421.1923 "Ni 1"
0.95 3421.202 "Cr 2"
0.623 3421.2106 "Fe 1"
0.827 3421.222 "Pd 1"
0.896 3421.34 "Ni 1"
0.269 3421.6157 "Cr 2"
0.623 3421.6281 "Co 1"
0.842 3422.1172 "Fe 1"
0.845 3422.3262 "Ni 1"
0.838 3422.464 "Gd 2"
0.946 3422.4925 "Fe 1"
0.315 3422.4947 "Co 1"
0.874 3422.5017 "Fe 1"
0.595 3422.5645 "Fe 1"
0.964 3422.6557 "Fe 1"
0.645 3422.666 "Ti 2"
0.224 3422.7048 "Ce 2"
0.959 3422.732 "Cr 2"
0.237 3422.824 "Mn 1"
0.822 3422.8723 "Ni 1"
0.732 3422.8948 "Co 1"
0.515 3423.2389 "Fe 1"
0.987 3423.7074 "Ni 1"
0.91 3423.8001 "Fe 1"
0.644 3423.8255 "Co 2"
0.215 3423.8793 "Ni 1"
0.328 3423.924 "Gd 2"
0.786 3423.9862 "Ni 1"
0.313 3424.1732 "Fe 2"
0.97 3424.2841 "Fe 1"
0.841 3424.504 "Co 1"
0.249 3424.595 "Gd 2"
0.776 3424.822 "Zr 2"
0.899 3424.9393 "Fe 1"
0.944 3425.01 "Fe 1"
0.319 3425.0798 "Tm 2"
0.257 3425.204 "Nd 2"
0.255 3425.3076 "Ni 1"
0.88 3425.5766 "Fe 2"
0.224 3426.0854 "Fe 1"
0.241 3426.2049 "Ce 2"
0.936 3426.3243 "Fe 1"
0.977 3426.3792 "Fe 1"
0.927 3426.3872 "Fe 1"
0.584 3426.453 "Co 1"
0.378 3426.542 "Fe 1"
0.963 3426.6279 "Fe 1"
0.923 3426.6657 "Fe 1"
0.96 3426.9877 "Fe 1"
0.98 3427.1193 "Fe 1"
0.696 3427.161 "Fe 1"
0.839 3427.1957 "Fe 1"
0.282 3427.5131 "Fe 1"
0.642 3427.554 "Fe 1"
0.261 3427.7236 "Ni 1"
0.286 3427.7637 "Co 1"
0.967 3428.1925 "Fe 1"
0.739 3428.2137 "Co 1"
0.214 3428.2275 "Fe 2"
0.596 3428.2579 "Co 1"
0.514 3428.2751 "Fe 1"
0.386 3428.318 "Ru 1"
0.886 3428.4081 "Fe 1"
0.819 3428.4445 "Fe 1"
0.224 3428.6335 "Fe 2"
0.902 3428.7481 "Fe 1"
0.242 3428.7623 "Co 1"
0.231 3428.921 "Nd 2"
0.218 3428.925 "Cr 2"
0.224 3429.689 "Co 1"
0.263 3429.7277 "Ni 1"
0.4 3429.8017 "Fe 1"
0.767 3429.8913 "Fe 1"
0.901 3430.527 "Zr 2"
0.317 3430.5344 "Ti 1"
0.858 3430.5382 "Fe 1"
0.624 3430.8782 "Fe 1"
0.526 3431.1936 "Cr 1"
0.554 3431.279 "Cr 1"
0.487 3431.571 "Zr 2"
0.971 3431.5815 "Co 1"
0.376 3431.583 "Cr 1"
0.476 3431.6305 "Ni 1"
0.33 3431.689 "Cr 1"
0.923 3431.8115 "Fe 1"
0.871 3431.8445 "Fe 1"
0.743 3431.994 "Cr 1"
0.728 3432.0127 "Fe 1"
0.552 3432.314 "Cr 1"
0.44 3432.3188 "Co 1"
0.635 3432.3226 "Cr 2"
0.639 3432.404 "Zr 2"
0.604 3432.7785 "Ni 1"
0.236 3432.997 "Gd 2"
0.973 3433.0394 "Co 1"
0.614 3433.1414 "Fe 1"
0.952 3433.295 "Cr 2"
0.639 3433.432 "Pd 1"
0.988 3433.5564 "Ni 1"
0.9 3433.5673 "Fe 1"
0.894 3433.5963 "Cr 1"
0.5 3433.91 "Zr 2"
0.468 3433.9674 "Ni 2"
0.847 3434.0296 "Fe 1"
0.327 3434.0948 "Cr 2"
0.747 3434.1091 "Cr 1"
0.51 3434.37 "Dy 2"
0.271 3434.6787 "Fe 1"
0.768 3434.842 "Ni 1"
0.61 3434.885 "Rh 1"
0.459 3434.954 "Fe 1"
0.212 3435.3398 "Mn 1"
0.873 3435.483 "Ni 1"
0.417 3435.5832 "Ni 1"
0.62 3435.678 "Cr 1"
0.561 3435.7916 "Fe 1"
0.248 3435.803 "Cr 1"
0.248 3435.8198 "Fe 1"
0.828 3436.0355 "Fe 1"
0.705 3436.1076 "Fe 2"
0.769 3436.159 "Cr 1"
0.878 3436.191 "Cr 1"
0.309 3436.191 "Cr 1"
0.519 3436.736 "Ru 1"
0.5 3436.9594 "Co 1"
0.941 3437.0448 "Fe 1"
0.775 3437.1091 "Fe 1"
0.822 3437.136 "Zr 2"
0.525 3437.24 "Fe 1"
0.986 3437.2774 "Ni 1"
0.494 3437.6234 "Fe 1"
0.767 3437.6818 "Co 1"
0.838 3437.9485 "Fe 1"
0.961 3438.231 "Zr 2"
0.912 3438.3058 "Fe 1"
0.333 3438.4145 "Fe 1"
0.634 3438.7079 "Co 1"
0.724 3438.9106 "Co 1"
0.931 3438.9737 "Mn 2"
0.907 3439.0355 "Fe 1"
0.473 3439.208 "Gd 2"
0.393 3439.3016 "Ti 1"
0.329 3439.787 "Gd 2"
0.917 3439.8682 "Fe 1"
0.644 3439.988 "Gd 2"
0.988 3440.6054 "Fe 1"
0.807 3440.7415 "Fe 1"
0.235 3440.927 "Dy 2"
0.988 3440.9883 "Fe 1"
0.611 3441.113 "Cr 1"
0.341 3441.13 "Er 2"
0.387 3441.1464 "Co 1"
0.214 3441.2074 "Ce 2"
0.695 3441.391 "Pd 1"
0.821 3441.436 "Cr 1"
0.383 3441.45 "Dy 2"
0.586 3441.468 "Cr 1"
0.219 3441.5 "Tm 2"
0.71 3441.7272 "Fe 1"
0.973 3441.985 "Mn 2"
0.866 3442.0407 "Ni 1"
0.894 3442.1409 "Fe 1"
0.647 3442.2213 "Fe 2"
0.945 3442.3616 "Fe 1"
0.771 3442.4527 "Fe 1"
0.765 3442.5545 "Ni 1"
0.304 3442.6012 "Cr 1"
0.959 3442.669 "Fe 1"
0.964 3442.9256 "Co 1"
0.24 3442.9394 "Co 1"
0.881 3442.9737 "Fe 1"
0.438 3442.977 "Co 1"
0.786 3443.0357 "Ni 1"
0.416 3443.0426 "Fe 1"
0.712 3443.2003 "Co 1"
0.822 3443.3706 "Ti 2"
0.539 3443.4295 "Co 1"
0.503 3443.562 "Zr 2"
0.318 3443.6426 "Ti 1"
0.978 3443.6445 "Co 1"
0.469 3443.7276 "Cr 1"
0.706 3443.783 "Cr 1"
0.817 3443.824 "Fe 2"
0.988 3443.8762 "Fe 1"
0.341 3444.1668 "Ni 1"
0.867 3444.2478 "Ni 1"
0.981 3444.306 "Ti 2"
0.265 3444.4074 "Ti 1"
0.847 3444.5107 "Fe 1"
0.387 3444.6347 "Ni 1"
0.824 3444.8847 "Ti 1"
0.661 3445.0608 "Fe 1"
0.417 3445.099 "Cr 1"
0.972 3445.149 "Fe 1"
0.293 3445.4457 "Co 1"
0.693 3445.57 "Dy 2"
0.229 3445.5825 "Fe 2"
0.464 3445.583 "Cr 1"
0.796 3445.615 "Cr 1"
0.438 3445.6756 "Co 1"
0.897 3445.7634 "Fe 1"
0.321 3445.8793 "Fe 1"
0.436 3445.9471 "Fe 1"
0.808 3446.0916 "Co 1"
0.988 3446.2588 "Ni 1"
0.787 3446.382 "Co 2"
0.824 3446.7857 "Fe 1"
0.89 3446.949 "Fe 1"
0.542 3447.015 "Cr 1"
0.961 3447.2778 "Fe 1"
0.401 3447.2817 "Co 1"
0.816 3447.429 "Cr 1"
